year,state,abbr,electors,d_pv,pop,area,d_pv_nat,d_2pv_nat,d_cand,r_cand,winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,d_2pv,state_winner,dem_hsa_advantage,rep_hsa_advantage,dem_rsa_advantage,rep_rsa_advantage,total_rep_electors,total_dem_electors
1984,Connecticut,CT,8,38.82998159,3180014,4845,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,39.00083124,0,0,0,0,0,525,13
1988,Connecticut,CT,8,46.87451936,3271953,4845,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,47.41884954,0,0,0,0,0,426,112
1992,Connecticut,CT,8,42.21857296,3274997,4845,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,54.12511671,1,0,0,0,0,168,370
1996,Connecticut,CT,8,52.83158147,3267030,4845,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,60.36350688,1,0,0,0,0,159,379
2000,Connecticut,CT,8,55.90962813,3411777,4845,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,59.25565805,1,0,1,0,0,271,267
2004,Connecticut,CT,7,54.31370897,3496094,4845,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,55.27494756,1,0,1,0,0,286,252
2008,Connecticut,CT,7,60.58882968,3545579,4845,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,61.31833825,1,0,0,0,0,173,365
2012,Connecticut,CT,7,58.08501326,3594547,4845,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,58.77257748,1,0,0,0,0,206,332
2016,Connecticut,CT,7,54.5663011,3578141,4845,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,57.14154752,1,0,0,0,0,306,232
2020,Connecticut,CT,7,59.26073152,3605944,4845,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,60.19504909,1,0,0,0,0,229,307
1952,Delaware,DE,3,47.87530527,341000,1955,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,48.0550717,0,0,0,0,0,442,89
1956,Delaware,DE,3,44.62154752,408000,1955,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,44.7497718,0,0,0,0,0,457,74
1960,Delaware,DE,3,50.63477779,449000,1955,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,50.82081821,1,0,0,0,0,220,317
1964,Delaware,DE,3,60.94973177,497000,1955,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,61.11304798,1,0,0,0,0,52,486
1968,Delaware,DE,3,41.60808333,534000,1955,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,47.97749424,0,0,0,0,0,320,218
1972,Delaware,DE,3,39.18332512,572913,1955,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,39.66772696,0,0,0,0,0,521,17
1976,Delaware,DE,3,51.9690887,590166,1955,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,52.73013809,1,0,0,0,0,241,297
1980,Delaware,DE,3,44.87414498,594919,1955,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,48.73321475,0,0,0,0,0,448,90
1984,Delaware,DE,3,39.93212136,611565,1955,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,40.0463273,0,0,0,0,0,525,13
1988,Delaware,DE,3,43.4777563,647622,1955,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,43.7588104,0,0,0,0,0,426,112
1992,Delaware,DE,3,43.52392791,690158,1955,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,55.19799271,1,0,0,0,0,168,370
1996,Delaware,DE,3,51.82784978,727090,1955,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,58.62365663,1,0,0,0,0,159,379
2000,Delaware,DE,3,54.97772716,786373,1955,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,56.74006478,1,0,0,0,0,271,267
2004,Delaware,DE,3,53.3468376,830803,1955,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,53.83150625,1,0,0,0,0,286,252
2008,Delaware,DE,3,61.94266898,883874,1955,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,62.63813865,1,0,0,0,0,173,365
2012,Delaware,DE,3,58.61074198,915179,1955,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,59.44695492,1,0,0,0,0,206,332
2016,Delaware,DE,3,53.35333681,948921,1955,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,55.99862145,1,0,0,0,0,306,232
2020,Delaware,DE,3,58.74300579,989948,1955,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,59.62674416,1,0,0,1,0,229,307
1964,District Of Columbia,DC,3,85.49776683,763956,68,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,85.49776683,1,0,0,0,0,52,486
1968,District Of Columbia,DC,3,81.81946089,756510,68,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,81.81946089,1,0,0,0,0,320,218
1972,District Of Columbia,DC,3,78.09706219,732874,68,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,78.36944975,1,0,0,0,0,521,17
1976,District Of Columbia,DC,3,81.63122668,685603,68,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,83.17772239,1,0,0,0,0,241,297
1980,District Of Columbia,DC,3,74.89317898,638333,68,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,84.81673006,1,0,0,0,0,448,90
1984,District Of Columbia,DC,3,85.38487751,625760,68,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,86.14773395,1,0,0,0,0,525,13
1988,District Of Columbia,DC,3,82.6469719,613187,68,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,85.2457526,1,0,0,0,0,426,112
1992,District Of Columbia,DC,3,84.64090486,599938,68,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,90.29706962,1,0,0,0,0,168,370
1996,District Of Columbia,DC,3,85.19001109,586014,68,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,90.12354821,1,0,0,0,0,159,379
2000,District Of Columbia,DC,3,85.15508138,572086,68,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,90.48769448,1,1,0,0,0,271,267
2004,District Of Columbia,DC,3,89.18386896,583940,68,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,90.52027865,1,0,0,0,0,286,252
2008,District Of Columbia,DC,3,92.45710976,595794,68,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,93.40076833,1,0,0,0,0,173,365
2012,District Of Columbia,DC,3,90.91311393,607648,68,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,92.5876492,1,0,0,0,0,206,332
2016,District Of Columbia,DC,3,90.48388387,645634,68,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,95.69518834,1,0,0,0,0,306,232
2020,District Of Columbia,DC,3,92.14969392,689546,68,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,94.46695385,1,0,0,0,0,229,307
1952,Florida,FL,10,44.97456377,3157000,53997,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,44.99052565,0,0,0,0,0,442,89
1956,Florida,FL,10,42.72927007,4047000,53997,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,42.72927007,0,0,0,0,0,457,74
1960,Florida,FL,10,48.48540581,5004000,53997,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,48.48540581,0,0,0,0,0,220,317
1964,Florida,FL,14,51.14854237,5781000,53997,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,51.14854237,1,0,0,0,0,52,486
1968,Florida,FL,14,30.93484109,6433000,53997,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,43.28439919,0,0,0,0,0,320,218
1972,Florida,FL,17,27.79861904,7511463,53997,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,27.87855471,0,0,0,0,0,521,17
1976,Florida,FL,17,51.92610623,8667379,53997,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,52.68020187,1,0,0,0,0,241,297
1980,Florida,FL,17,38.50021983,9839835,53997,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,40.94923705,0,0,0,0,0,448,90
1984,Florida,FL,21,34.66024697,11039925,53997,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,34.66758679,0,0,0,0,0,525,13
1988,Florida,FL,21,38.50721693,12306395,53997,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,38.74792835,0,0,0,0,0,426,112
1992,Florida,FL,25,38.99012156,13504775,53997,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,48.80315891,0,0,0,0,0,168,370
1996,Florida,FL,25,48.0255712,14426911,53997,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,53.1549612,1,0,0,0,0,159,379
2000,Florida,FL,25,48.8378212,16047515,53997,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,49.99539059,0,0,0,0,0,271,267
2004,Florida,FL,27,47.09111003,17415318,53997,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,47.47632043,0,0,0,0,0,286,252
2008,Florida,FL,27,51.03330527,18527305,53997,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,51.41966003,1,0,0,0,0,173,365
2012,Florida,FL,29,50.00786507,19297822,53997,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,50.44225214,1,0,0,0,0,206,332
2016,Florida,FL,29,47.82331581,20613477,53997,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,49.38116453,0,0,0,0,0,306,232
2020,Florida,FL,29,47.86145073,21538187,53997,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,48.30524534,0,0,0,0,1,229,307
1952,Georgia,GA,12,69.65857125,3584000,57919,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,69.65867747,1,0,0,0,0,442,89
1956,Georgia,GA,12,66.4818834,3701000,57919,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,67.06144925,1,0,0,0,0,457,74
1960,Georgia,GA,12,62.54020937,3956000,57919,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,62.560598,1,0,0,0,0,220,317
1964,Georgia,GA,12,45.86504771,4258000,57919,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,45.87289896,0,0,0,0,0,52,486
1968,Georgia,GA,12,26.7495077,4482000,57919,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,46.80421691,0,0,0,0,0,320,218
1972,Georgia,GA,12,24.64554824,4809490,57919,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,24.7244081,0,0,0,0,0,521,17
1976,Georgia,GA,12,66.93829486,5132812,57919,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,66.93829486,1,1,0,1,0,241,297
1980,Georgia,GA,12,55.79610535,5486174,57919,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,57.66239969,1,1,0,1,0,448,90
1984,Georgia,GA,12,39.78530524,5834954,57919,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,39.80217985,0,0,0,0,0,525,13
1988,Georgia,GA,12,39.49842844,6316142,57919,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,39.79638365,0,0,0,0,0,426,112
1992,Georgia,GA,13,43.46868534,6759474,57919,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,50.34212845,1,0,0,0,0,168,370
1996,Georgia,GA,13,45.84146585,7332225,57919,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,49.3677308,0,0,0,0,0,159,379
2000,Georgia,GA,13,43.21099966,8227303,57919,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,44.01624638,0,0,0,0,0,271,267
2004,Georgia,GA,15,41.37494605,8769252,57919,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,41.6457673,0,0,0,0,0,286,252
2008,Georgia,GA,15,46.9901791,9504843,57919,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,47.37166449,0,0,0,0,0,173,365
2012,Georgia,GA,16,45.50795967,9901430,57919,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,46.0433509,0,0,0,0,0,206,332
2016,Georgia,GA,16,45.63998336,10301890,57919,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,47.3388274,0,0,0,0,0,306,232
2020,Georgia,GA,16,49.47305578,10711908,57919,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,50.11932966,1,0,0,0,0,229,307
1960,Hawaii,HI,3,50.03113072,642000,6423,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,50.03113072,1,0,0,0,0,220,317
1964,Hawaii,HI,4,78.7611388,700000,6423,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,78.7611388,1,0,0,0,0,52,486
1968,Hawaii,HI,4,59.8277862,734000,6423,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,60.71948752,1,0,0,0,0,320,218
1972,Hawaii,HI,4,37.52081221,828331,6423,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,37.52081221,0,0,0,0,0,521,17
1976,Hawaii,HI,4,50.59199934,904191,6423,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,51.28263124,1,0,0,0,0,241,297
1980,Hawaii,HI,4,44.80211813,967710,6423,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,51.08405923,1,0,0,0,0,448,90
1984,Hawaii,HI,4,43.81591563,1027922,6423,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,44.29627578,0,0,0,0,0,525,13
1988,Hawaii,HI,4,54.26944008,1079828,6423,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,54.80627598,1,0,0,0,0,426,112
1992,Hawaii,HI,4,48.09275779,1149926,6423,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,56.71997773,1,0,0,0,0,168,370
1996,Hawaii,HI,4,56.92880151,1184434,6423,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,64.27615181,1,0,0,0,0,159,379
2000,Hawaii,HI,4,55.79166791,1213519,6423,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,59.82729628,1,0,0,0,0,271,267
2004,Hawaii,HI,4,54.00955216,1273569,6423,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,54.404448,1,0,0,0,0,286,252
2008,Hawaii,HI,4,71.45291012,1332213,6423,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,72.99372588,1,1,0,0,0,173,365
2012,Hawaii,HI,4,70.14793245,1394804,6423,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,71.7038485,1,1,0,0,0,206,332
2016,Hawaii,HI,4,60.98079806,1427559,6423,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,67.44133745,1,0,0,0,0,306,232
2020,Hawaii,HI,4,63.14937977,1455271,6423,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,65.03266465,1,0,0,0,0,229,307
1952,Idaho,ID,4,34.42082894,587000,82751,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,34.47611934,0,0,0,0,0,442,89
1956,Idaho,ID,4,38.78104979,628000,82751,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,38.80123293,0,0,0,0,0,457,74
1960,Idaho,ID,4,46.21501082,671000,82751,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,46.21501082,0,0,0,0,0,220,317
1964,Idaho,ID,4,50.91682423,680000,82751,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,50.91682423,1,0,0,0,0,52,486
1968,Idaho,ID,4,30.65872664,695000,82751,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,35.05823862,0,0,0,0,0,320,218
1972,Idaho,ID,4,26.04106592,763237,82751,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,28.84479497,0,0,0,0,0,521,17
1976,Idaho,ID,4,37.11854563,856983,82751,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,38.26700937,0,0,0,0,0,241,297
1980,Idaho,ID,4,25.19071579,947983,82751,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,27.48677321,0,0,0,0,0,448,90
1984,Idaho,ID,4,26.39221295,990839,82751,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,26.7244288,0,0,0,0,0,525,13
1988,Idaho,ID,4,36.01064142,985664,82751,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,36.71217715,0,0,0,0,0,426,112
1992,Idaho,ID,4,28.41921205,1066490,82751,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,40.33851698,0,0,0,0,0,168,370
1996,Idaho,ID,4,33.64638985,1187706,82751,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,39.20097243,0,0,0,0,0,159,379
2000,Idaho,ID,4,27.63812884,1299430,82751,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,29.15150954,0,0,0,0,0,271,267
2004,Idaho,ID,4,30.26491704,1391802,82751,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,30.67726182,0,0,0,0,0,286,252
2008,Idaho,ID,4,36.09098763,1534320,82751,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,36.97541019,0,0,0,0,0,173,365
2012,Idaho,ID,4,32.62233356,1595324,82751,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,33.57861316,0,0,0,0,0,206,332
2016,Idaho,ID,4,27.49201382,1682380,82751,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,31.68982332,0,0,0,0,0,306,232
2020,Idaho,ID,4,33.06640215,1839106,82751,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,34.12285707,0,0,0,0,0,229,307
1952,Illinois,IL,27,44.94295767,8956000,55593,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,45.04157342,0,0,0,1,0,442,89
1956,Illinois,IL,27,40.28858692,9530000,55593,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,40.3655005,0,0,0,1,0,457,74
1960,Illinois,IL,27,49.98195446,10086000,55593,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,50.09330429,1,0,0,0,0,220,317
1964,Illinois,IL,26,59.4711367,10580000,55593,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,59.47192075,1,0,0,0,0,52,486
1968,Illinois,IL,26,44.15421704,10995000,55593,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,48.39889451,0,0,0,0,0,320,218
1972,Illinois,IL,26,40.51188634,11251948,55593,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,40.697874,0,0,0,0,0,521,17
1976,Illinois,IL,26,48.10759027,11342853,55593,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,48.99716625,0,0,0,0,0,241,297
1980,Illinois,IL,26,41.71640818,11434702,55593,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,45.66033762,0,0,1,0,0,448,90
1984,Illinois,IL,24,43.29655321,11412132,55593,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,43.5267467,0,0,1,0,0,525,13
1988,Illinois,IL,24,48.60455527,11390183,55593,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,48.95072301,0,0,0,0,0,426,112
1992,Illinois,IL,22,48.57967782,11635197,55593,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,58.58821821,1,0,0,0,0,168,370
1996,Illinois,IL,22,54.31527783,11953003,55593,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,59.60509219,1,0,0,0,0,159,379
